filename,z,norm_factor,Ha_Hb_ratio,Ha_Hb_ratio_err,logL5100,logL5100_err,OIII_Hbeta_ratio,OIII_Hbeta_ratio_err,F2000N,F2000N_err,F5500N,F5500N_err,group
gto-wide-uds14-v4_prism-clear_1215_4446.spec.fits,4.68347,4.773664573686636e-20,11.600440157763199,0.6009851382414908,43.835224410770586,0.004490409578671972,3.106169839534922,0.16980296713169557,1.8625100352156942,0.3713001546483076,1.2593800418041343,0.10330744533823509,G2
jades-gdn198-v4_prism-clear_1181_39353.spec.fits,4.85197,1.2898751152545328e-20,4.47848790170208,0.5866717431309139,43.16874000419823,0.017870573258800704,3.256236560386801,0.49645865062427796,3.54744389433432,1.1315559914734734,1.1373090441724327,0.33747145111793386,G1
jades-gdn198-v4_prism-clear_1181_53501.spec.fits,3.43611,4.2329142329113344e-20,7.636394229218211,0.34390220112584124,43.31915778554034,0.011213885196756479,3.654190946324858,0.1733709384833834,2.0182253543873454,0.5525415418041646,0.9423028979522075,0.10572078788395747,G1
jades-gdn198-v4_prism-clear_1181_68797.spec.fits,5.0410485,4.0750334878419776e-20,15.432264769145974,0.269335016709892,44.23576498959771,0.0020301188041109697,2.3251114171953953,0.045854605917710796,1.3761755927338648,0.22130953595410421,3.676649720139836,0.10354219593227036,Outliers
jades-gdn09-v4_prism-clear_1181_73488.spec.fits,4.130943,2.329416861404108e-20,9.883077350864092,0.29501372813526316,43.30623077358301,0.005210785951408781,3.5445938008761075,0.11171050228725332,3.0345767491849354,0.367006952389793,1.0336114799966114,0.07495402315285633,G1
jades-gdn2-v4_prism-clear_1181_28074.spec.fits,2.2734878,3.184925070325716e-19,9.116279987799906,0.14995559407081416,44.04390632461664,0.0008729316935252029,2.773287514851887,0.054151388356519066,2.1308644669537453,0.10507160218477829,1.8179011809062575,0.016959402993354928,G2
jades-gds-w09-v4_prism-clear_1212_2993.spec.fits,4.8245463,1.7690102316350448e-20,10.946812707379165,1.1595725799644478,43.75593026831863,0.007335167290278832,0.23160508209388747,0.06467625237684992,1.6632141902457007,0.7775006667709985,2.6652297617019594,0.2739656597885493,G3
jades-gds-wide-v4_prism-clear_1180_12402.spec.fits,3.1927059,2.4569019885216735e-20,11.126516419500113,0.9245127056615718,43.62215860971485,0.004028808661121985,1.2322098612535146,0.11238520840461763,1.8922394479836069,0.9375415504027238,3.957374887982729,0.18413376074310972,G4
jades-gds-wide-v4_prism-clear_1180_13329.spec.fits,3.935016,2.6090307072522023e-20,5.799169741733349,0.49084178141396917,43.2340629256111,0.013598003566361427,6.506466341704811,0.57213047145906,2.9615060144572674,0.7282069852812034,0.9145919903273254,0.13935866655153722,G1
jades-gds02-v4_prism-clear_1286_38562.spec.fits,4.8218217,2.2961824342011517e-20,6.745960384902142,0.3038629825947501,43.114253805840335,0.01689548142549313,6.144123451617037,0.2840445381692171,2.4357497322729764,0.3355007812742822,0.4999653542819572,0.08564050367712304,G1
